High depression subgroup greater lag than low depression subgroup,High depression subgroup greater lag than low depression subgroup,High depression subgroup greater lag than low depression subgroup,High depression subgroup greater lag than low depression subgroup,Unnamed: 4_level_0,Unnamed: 5_level_0
Region,x,y,z,Unnamed: 4_level_1,Unnamed: 5_level_1
L ACC (ΒΑ 32),−1,24,25,–,–
R Precuneus (ΒΑ 7),17,–55,21,–,–
