Cluster location,Peak (MNI),Peak (MNI),Peak (MNI),Number of voxels,T valuea
Cluster location,x,y,z,Number of voxels,T valuea
Right SFG,24,3,57,33,3.9932
Bilateral superior MPFC/ACC,-3,57,9,70,-3.7523
Left paracentral lobule/SMA,-12,-27,51,80,3.9892
Right precentral gyrus/postcentral gyrus/paracentral lobule,24,-27,54,75,4.2437
