Region,Voxels,Z score,Peak coordinates (MNI),Peak coordinates (MNI),Peak coordinates (MNI)
Region,(k),Z score,x,y,z
Positive interaction,Positive interaction,Positive interaction,Positive interaction,Positive interaction,Positive interaction
Right caudate seed—RewP‐Win,Right caudate seed—RewP‐Win,Right caudate seed—RewP‐Win,Right caudate seed—RewP‐Win,Right caudate seed—RewP‐Win,Right caudate seed—RewP‐Win
,–,–,–,–,–
Left caudate seed—RewP‐Win,Left caudate seed—RewP‐Win,Left caudate seed—RewP‐Win,Left caudate seed—RewP‐Win,Left caudate seed—RewP‐Win,Left caudate seed—RewP‐Win
,–,–,–,–,–
Right putamen seed—RewP‐Win,Right putamen seed—RewP‐Win,Right putamen seed—RewP‐Win,Right putamen seed—RewP‐Win,Right putamen seed—RewP‐Win,Right putamen seed—RewP‐Win
Left supplemental motor,134,4.05,−14,2,66
Left putamen seed—RewP‐Win,Left putamen seed—RewP‐Win,Left putamen seed—RewP‐Win,Left putamen seed—RewP‐Win,Left putamen seed—RewP‐Win,Left putamen seed—RewP‐Win
Right hippocampus,94,3.79,32,−20,−8
Left pallidum,69,3.72,−18,0,8
Right NAcc seed—RewP‐Win,Right NAcc seed—RewP‐Win,Right NAcc seed—RewP‐Win,Right NAcc seed—RewP‐Win,Right NAcc seed—RewP‐Win,Right NAcc seed—RewP‐Win
,–,–,–,–,–
Left NAcc seed—RewP‐Win,Left NAcc seed—RewP‐Win,Left NAcc seed—RewP‐Win,Left NAcc seed—RewP‐Win,Left NAcc seed—RewP‐Win,Left NAcc seed—RewP‐Win
,–,–,–,–,–
Right ACC seed—RewP‐Loss,Right ACC seed—RewP‐Loss,Right ACC seed—RewP‐Loss,Right ACC seed—RewP‐Loss,Right ACC seed—RewP‐Loss,Right ACC seed—RewP‐Loss
Left parahippocampal gyrus,148,4.13,−30,−32,−14
Left superior MFG,451,4.03,−12,44,34
Left superior frontal gyrus,209,3.92,−12,22,52
Left temporal pole,146,3.76,−52,12,−36
Left IFG,149,3.38,−56,22,2
Left ACC seed—RewP‐Loss,Left ACC seed—RewP‐Loss,Left ACC seed—RewP‐Loss,Left ACC seed—RewP‐Loss,Left ACC seed—RewP‐Loss,Left ACC seed—RewP‐Loss
Left parahippocampal gyrus,219,4.18,−30,−32,−14
Left superior frontal gyrus,210,3.78,−12,22,52
Left middle temporal gyrus,85,3.64,−48,14,−38
Left IFG,77,3.16,−54,24,2
Negative interaction,Negative interaction,Negative interaction,Negative interaction,Negative interaction,Negative interaction
Right caudate seed—RewP‐Win,Right caudate seed—RewP‐Win,Right caudate seed—RewP‐Win,Right caudate seed—RewP‐Win,Right caudate seed—RewP‐Win,Right caudate seed—RewP‐Win
MCC,228,3.78,4,−2,40
Right lateral MFG to IFG,78,3.18,58,22,26
Left caudate seed—RewP‐Win,Left caudate seed—RewP‐Win,Left caudate seed—RewP‐Win,Left caudate seed—RewP‐Win,Left caudate seed—RewP‐Win,Left caudate seed—RewP‐Win
,–,–,–,–,–
Right putamen seed—RewP‐Win,Right putamen seed—RewP‐Win,Right putamen seed—RewP‐Win,Right putamen seed—RewP‐Win,Right putamen seed—RewP‐Win,Right putamen seed—RewP‐Win
,–,–,–,–,–
Left putamen seed—RewP‐Win,Left putamen seed—RewP‐Win,Left putamen seed—RewP‐Win,Left putamen seed—RewP‐Win,Left putamen seed—RewP‐Win,Left putamen seed—RewP‐Win
,–,–,–,–,–
Right NAcc seed—RewP‐Win,Right NAcc seed—RewP‐Win,Right NAcc seed—RewP‐Win,Right NAcc seed—RewP‐Win,Right NAcc seed—RewP‐Win,Right NAcc seed—RewP‐Win
MCC,66,3.31,2,−2,42
Left NAcc seed—RewP‐Win,Left NAcc seed—RewP‐Win,Left NAcc seed—RewP‐Win,Left NAcc seed—RewP‐Win,Left NAcc seed—RewP‐Win,Left NAcc seed—RewP‐Win
Left superior temporal gyrus,66,3.27,−22,14,−32
Right ACC—RewP‐Loss,Right ACC—RewP‐Loss,Right ACC—RewP‐Loss,Right ACC—RewP‐Loss,Right ACC—RewP‐Loss,Right ACC—RewP‐Loss
Left paracentral gyrus,148,3.68,−14,−24,70
Left ACC—RewP‐Loss,Left ACC—RewP‐Loss,Left ACC—RewP‐Loss,Left ACC—RewP‐Loss,Left ACC—RewP‐Loss,Left ACC—RewP‐Loss
Left paracentral gyrus,101,3.47,−16,−20,78
