(a) Arousal experiment,(a) Arousal experiment,(a) Arousal experiment,(a) Arousal experiment,(a) Arousal experiment
(None),(None),(None),(None),(None)
(b) Valence experiment,(b) Valence experiment,(b) Valence experiment,(b) Valence experiment,(b) Valence experiment
Unnamed: 0_level_3,PC,COV,Unnamed: 3_level_3,Unnamed: 4_level_3
Network,Neutral > negative,Rest > negative,Neutral > negative,Neutral < negative
Sensory/somatomotor mouth,,,"CC, Eloc",
Default mode network,,,Eloc,
Memory retrieval,,,,PR
Visual,"DC, CC, Eloc",Eloc,"DC, CC, Eloc",
