Unnamed: 0,High-creativity group (n = 10),Low-creativity group (n = 10),p-values
Female/male,5/5,6/4,0.65
"Age, years",72.2(4.1),70.7(5.3),0.54
S-A creativity test,113.1(17.3),71.5(11.0),< 0.01
IQ,115.2(11.0),104.6(7.2),0.02
