Unnamed: 0_level_0,Regions,Cluster Size,MNI Coordination,MNI Coordination,MNI Coordination,P value
Unnamed: 0_level_1,Regions,Cluster Size,X,Y,Z,P value
Local connectivity,,,,,,
TAO>HC,L-Hipp,310.0,−36,−24,−12,5.1767
TAO<HC,R-MOG,179.0,30,−75,33,−3.847
TAO<HC,R-ANG,88.0,30,−60,42,−4.1036
Remote connectivity: TAO<HC,,,,,,
L-Hipp (seed region),R-Hipp,217.0,30,12,−9,−4.0619
R-MOG (seed region),L-CER-7b,97.0,−30,−36,−42,−3.5578
R-MOG (seed region),L-CER-4-5,194.0,−12,−54,−15,−4.009
R-ANG (seed region),L-Rectus,150.0,6,9,−27,−4.2099
R-ANG (seed region),R-PSTG,98.0,42,15,−18,−3.9462
