Unnamed: 0_level_0,Accuracy using,Accuracy using
Algorithm used,Scheafer,BASC multi-scale
Unnamed: 0_level_2,Atlas,Atlas
Support vector classifier,42.578%,40.578%
Linear discriminant analysis,43.359%,41.359%
AlexNet,50.612%,49.612%
VGGNet5,63.750%,59.750%
ResNet5,66.806%,63.806%
VGGNet5 with attention,68.571%,65.571%
ResNet5 with attention,72.619%,69.619%
