Seed,Seed,Region,Hem/BA,T,Z,Voxels,Coordinate MNI (mm),Coordinate MNI (mm),Coordinate MNI (mm)
Seed,Seed.1,Region,Hem/BA,T,Z,Voxels,x,y,z
Increase,Glo(R),Inferior occipital gyrus,"R/BA17,18",5.96,4.37,482,30,−90,−18
,,Superior frontal gyrus,L/BA6,4.66,3.73,420,−22,58,−4
Reduce,Glo(L),Superior frontal gyrus,R/BA6,4.88,3.85,343,18,−8,72
