dFC connections estimated only by KELLER,dFC connections estimated only by T‐SWCGL,W (s)
"Inferior frontal gyrus (R), posterior‐superior temporal gyrus (R)Frontal medial cortex (R), posterior‐cingulate gyrus (R)Frontal medial cortex (R), precuneous cortex (R)Frontal medial cortex (R), anterior‐parahippocampal Gyrus (L)Posterior‐cingulate gyrus (L), frontal medial cortex (L)Posterior‐cingulate gyrus (L), precuneous cortex (L)Precuneous cortex (L), middle frontal gyrus (L)","Hippocampus (L), anterior‐parahippocampal gyrus (R)Hippocampus (R), anterior‐cingulate gyrus (R)Frontal medial cortex (L), anterior‐middle temporal gyrus (L)Posterior‐middle temporal gyrus (L), middle frontal gyrus (R)Temporal pole (L), anterior‐superior temporal gyrus (L)Anterior‐middle temporal gyrus (R), anterior‐cingulate gyrus (L)Anterior‐cingulate gyrus (L), posterior‐cingulate gyrus (L)Anterior‐middle temporal gyrus (L), posterior‐middle temporal gyrus (L)Anterior‐parahippocampal gyrus (L), paracingulate gyrus (R)Paracingulate gyrus (L), inferior frontal gyrus (R)","40, 60, and 10040 and 6040 and 60404040404060 and 100100"
