Brain regions,Peak coordinates,Cluster size,Peak T value
Brain regions,x y z,Cluster size,Peak T value
Positive correlation,Positive correlation,Positive correlation,Positive correlation
L-DLPFC,−41 24 45,235,5.08
R-DLPFC,48 32 32,241,4.50
Negative correlation,Negative correlation,Negative correlation,Negative correlation
PCC,6 −65 14,637,−4.58
