Unnamed: 0_level_0,Males,Males,Females,Females
Unnamed: 0_level_1,Means,SD,Means,SD
Age,20.32,1.851,20.31,2.03
proactive aggression,1.07,2.4,0.92,1.84
reactive aggression,8.74,4.21,8.18,4.32
