Characteristics,MDD(N = 55),HC(N = 30),Z/T/χ Value,P Value
Sex(male/female)Age (years)Education (years)MADRSTEPSTEPS_ATEPS_C,18/3735.18 ± 12.4111.47 ± 3.2333.04 ± 5.6762.98 ± 10.2625.78 ± 5.6834.07 ± 5.64,9/2136.83 ± 9.8011.90 ± 1.9361.97 ± 1.0386.73 ± 4.6236.87 ± 3.0647.43 ± 3.66,0.067-0.629-0.66139.456-14.662-11.691-13.191,0.796a0.531b0.510b0.000b0.000b0.000b0.000b
