Regions,Cluster Size (mm3),BA,Peak F Value,Peak MNI Coordinate
Regions,Cluster Size (mm3),BA,Peak F Value,"x, y, z (mm)"
Right ITG,324,37,3.6261,51 −51 −18
Left SMG,540,40,3.867,−57 −42 27
Right PCG,1161,3,3.8698,45 −27 66
