Contrast,Cluster,Cohen's d,t-value,p-value,MNI coordinates,MNI coordinates,MNI coordinates,Extent of coverage
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,Unnamed: 4_level_1,x,y,z,Unnamed: 8_level_1
Active > Sham,1,1.9,6.1,0.01,−38,−82,−8,"Lateral Occipital Cortex, Fusiform Gyrus"
,2,1.8,5.6,0.016,29,38,20,Middle Frontal Gyrus
