Unnamed: 0_level_0,Recognition Memory,Recognition Memory,Reality Monitoring for Imagined Items,Reality Monitoring for Imagined Items
Unnamed: 0_level_1,Active,Sham,Active,Sham
Before Scanning,.737 (.166),.771 (.189),.683 (.266),.707 (.314)
After Scanning,.719 (.180),.817 (.075),.800 (.172),.736 (.324)
t-test,t(20) = - 0.930 p = .364,t(17) = 0.991 p = .336,t(20) = 2.422 p = .025,t(17) = 0.946 p = .357
