Unnamed: 0_level_0,Unnamed: 1_level_0,Reference data,Reference data
Unnamed: 0_level_1,Unnamed: 1_level_1,Hunger,Satiety
Classified data,Hunger,[TPFPFNTN],[TPFPFNTN]
,Satiety,[TPFPFNTN],[TPFPFNTN]
,,,
