Unnamed: 0_level_0,Country-1,Country-1,Country-1,Country-1,Country-2,Country-2,Country-2,Country-2
Unnamed: 0_level_1,HC,bvFTD,F-values,p-values,HC,bvFTD,F-values,p-values
N,20,20*,—,—,29,15,—,—
Age(a),71.10 (5.16),73.95 (5.87),2.65,0.11,61.29 (7.16),65.94 (7.78),3.80,0.06
Educationa,16.72 (3.23),14.30 (4.57),2.97,0.09,14.30 (5.67),14 (4.47),0.03,0.86
,,,Chi-square,p-values,,,Chi-square,p-values
Genderb,F = 12,F = 9,0.90,0.34,F = 16,F = 11,1.09,0.29
,M = 8,M = 11,,,M = 12,M = 4,,
