Metrics,Brain region (BA area),Cluster size,MNI coordinates,MNI coordinates,MNI coordinates,T values
Metrics,Brain region (BA area),Cluster size,X,Y,Z,T values
ALFF,Left Middle Occipital Gyrus (BA37)(L-MOG),159,−30,−93,3,−2.90
L-MOG seed FC,Left Medial Prefrontal Gyrus(BA9/10)(L-mPFG),115,−6,57,18,3.44
L-MOG seed FC,Left Hippocampus (BA21),112,−33,−33,−9,5.09
L-MOG seed FC,Left Orbitofrontal cortex (BA11/47) (L-OFC),85,−12,33,−27,−4.14
