Condition,L/R,Brain Regions,MNI Coordinates,MNI Coordinates,MNI Coordinates,Cluster Size,t-Value
Condition,L/R,Brain Regions,X,Y,Z,Cluster Size,t-Value
CU > NC,L,Cerebellum Posterior Lobe,−9,−84,−24,49,3.604
CU > NC,R,Inferior Parietal Lobule,48,−63,42,72,3.526
CU > NC,L,Middle Frontal Gyrus,−36,36,45,104,4.239
CU > NC,L,Precuneus,−33,−75,42,93,4.746
CU > NC,L,superior parietal lobule,−3,−75,48,61,4.975
