Unnamed: 0_level_0,Responders,Responders,Responders,Non-responders,Non-responders,Non-responders,z,p
Unnamed: 0_level_1,M,SD,n,M,SD,n,Unnamed: 7_level_1,Unnamed: 8_level_1
BASELINE,BASELINE,BASELINE,BASELINE,BASELINE,BASELINE,BASELINE,BASELINE,BASELINE
HRF,65.81,10.47,39,66.55,8.16,24,−0.28,0.777
HF-HRVa,6.83,1.04,39,6.78,0.97,24,0.28,0.777
AFTER STRESS,AFTER STRESS,AFTER STRESS,AFTER STRESS,AFTER STRESS,AFTER STRESS,AFTER STRESS,AFTER STRESS,AFTER STRESS
HRF,70.37,12.58,41,68.13,9.72,26,0.55,0.58
HF-HRVa,6.44,1.12,41,6.57,1.26,26,−0.29,0.767
