Statistical value,Late FP,Late FP,Late FP,Mid-LP,Mid-LP,Mid-LP
Unnamed: 0_level_1,Mean (n),SD,Pearson correlation r,Mean (n),SD,Pearson correlation r
k,4.145 (16),0.879,,3.901 (16),0.732,
ICR,0.544 (16),0.208,,0.478 (16),0.18,
Transformed k,−1.323 (16),0.488,0.938**,−1.506 (16),0.458,0.964**
Transformed ICR,0.836 (16),0.234,,0.767 (16),0.2,
