Corrected p,k,Regions of maxima peak,BA,T,H,MNI,MNI,MNI
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,x,y,z
Mid-LP – late FP,Mid-LP – late FP,Mid-LP – late FP,Mid-LP – late FP,Mid-LP – late FP,Mid-LP – late FP,Mid-LP – late FP,Mid-LP – late FP,Mid-LP – late FP
0.05,20,Superior Frontal Gyrus,8,5.28,R,27,15,57
