Connected Regions,BA,Peak Areas,MNI coordinates,MNI coordinates,MNI coordinates,t-value,Voxels
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,X,Y,Z,Unnamed: 6_level_1,Unnamed: 7_level_1
Seed Point (-6 51 -18),,,,,,,
,45.0,IFG.L,-57.0,15.0,6.0,5.1,107.0
,40.0,IPL.R,48.0,-33.0,45.0,4.23,118.0
Seed Point (-9 -45 27),,,,,,,
,7.0,MOG.L,-30.0,-63.0,30.0,6.11,168.0
,6.0,MFG.L,-24.0,6.0,51.0,5.33,261.0
,6.0,MFG.R,33.0,6.0,48.0,5.31,166.0
,6.0,SFGmed.L,3.0,30.0,39.0,4.74,98.0
,46.0,IFGtriang.L,-36.0,39.0,6.0,4.85,274.0
Seed Point (30 -96 9),,,,,,,
,19.0,IOG.R,42.0,-87.0,3.0,-5.23,129.0
