Unnamed: 0_level_0,Training dataset,Training dataset,Testing dataset,Testing dataset,Removal of Siblings,Removal of Siblings,Unnamed: 7_level_0,Unnamed: 8_level_0
Modality,R2,n,R2,n,R2,n,# of brain features,# of covariate features
Structure,0.35,5532,0.27,1320,0.26,1089,365,32
rsfMRI,0.21,3918,0.13,938,0.13,938,148,16
EN-back,0.2,3557,0.16,896,0.16,775,29,27
