Conditions,R/B,Brain regions,BA,MNI coordinates,MNI coordinates,MNI coordinates,Peak voxels,t-value
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,X,Y,Z,Unnamed: 7_level_1,Unnamed: 8_level_1
ROI in left V1,ROI in left V1,ROI in left V1,ROI in left V1,ROI in left V1,ROI in left V1,ROI in left V1,ROI in left V1,ROI in left V1
1,R,Middle frontal gyrus,10,36,39,30,57,3.9464
2,B,Cuneus/Calcarine/Precuneus,18/19,12,–78,12,15,–5.4776
ROI in right V1,ROI in right V1,ROI in right V1,ROI in right V1,ROI in right V1,ROI in right V1,ROI in right V1,ROI in right V1,ROI in right V1
3,R,Superior Frontal Gyrus,10,12,9,60,49,4.0876
4,B,Cuneus/Calcarine/Precuneus,18/19,–3,–72,9,989,–6.149
