Brain Region (BA),Cluster Size (Voxels),MNI Coordinates,MNI Coordinates,MNI Coordinates,Peak T value,ES
Brain Region (BA),Cluster Size (Voxels),x,y,z,Peak T value,ES
Seed: CUN/LING/CC/PHG/preCUN,,,,,,
Increased FC:CbPL (lobule crus I/VIIIa/VIIIb/IX),392.0,6,−48,−51,3.6598,0.3031
Decreased FC: MOG/CUN/LING (BA 7/46/47),329.0,−15,−81,−3,−3.3558,1.008
