Unnamed: 0_level_0,Unnamed: 1_level_0,Functional connectivity of DMN,Functional connectivity of DMN,NBR in DMN
Unnamed: 0_level_1,Unnamed: 1_level_1,2-back Task,Resting State,2-Back Task
Functional connectivity of DMN,2-Back Task,,0.697,0.408
Functional connectivity of DMN,Resting State,0.697,,0.482
NBR in DMN,2-Back Task,0.408,0.482,
