Unnamed: 0_level_0,Audio Attending,Audio Attending,Audio Attending,Resting State,Resting State,Resting State,Differences,Differences,Differences
Unnamed: 0_level_1,Medial Orbito Frontal,Right Angular Gyrus,Left Angular Gyrus,Medial Orbito Frontal,Right Angular Gyrus,Left Angular Gyrus,Medial Orbito Frontal,Right Angular Gyrus,Left Angular Gyrus
Posterior Cingulate,0.709 ± 0.144,0.68 ± 0.117,0.653 ± 0.12,0.766 ± 0.083,0.713 ± 0.083,0.673 ± 0.166,"−0.057 ± 0.113 t = −1.393, P < 0.171","−0.032 ± 0.1 t = −0.94, P < 0.352","−0.021 ± 0.143 t = −0.474, P < 0.638"
Medial Orbito Frontal,,0.584 ± 0.154,0.534 ± 0.169,,0.616 ± 0.118,0.631 ± 0.145,,"−0.032 ± 0.136 t = −0.7, P < 0.488","−0.096 ± 0.157 t = −1.841, P < 0.073"
Right Angular Gyrus,,,0.677 ± 0.112,,,0.733 ± 0.143,,,"−0.056 ± 0.128 t = −1.407, P < 0.167"
