Brain areas,Voxel,Peak T score,MNI coordinates,MNI coordinates,MNI coordinates
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,x,y,z
Right angular gyrus,87,−6.2459,54,−60,24
Left precuneus,92,−5.0333,0,−60,21
Right superior frontal gyrus,182,−5.272,21,48,39
Right cuneus,56,4.9689,24,−78,9
