Brain regions,BA,"MNI Coordinates x, y, z (mm)",Peak T value,Voxels
aDMN,aDMN,aDMN,aDMN,aDMN
L medial prefrontal gyrus,10,"−1, 51, 3",−4.582,5
pDMN,pDMN,pDMN,pDMN,pDMN
R precuneus,7,"6, −75, 45",−4.119,21
R posterior cingulate cortex,23,"1, −24, 36",−4.897,13
SMN,SMN,SMN,SMN,SMN
L middle cingulate cortex,24,"−6, −9, 36",−4.191,9
