Brain regions,BA,"MNI Coordinates x, y, z (mm)",Peak T value,Voxels
pDMN,pDMN,pDMN,pDMN,pDMN
L precuneus,7,"−1, 60, 33",−4.342,11
SMN,SMN,SMN,SMN,SMN
R supplementary motor area,6,"3, −21, 51",−4.857,15
R superior frontal gyrus,9,"3, 54, 30",−4.865,7
