Original Brain Configuration: Composite FC ~ Verbal Fluency,Original Brain Configuration: Composite FC ~ Verbal Fluency,Alternative Brain Reconfiguration: Composite FC ~ Verbal Fluency,Alternative Brain Reconfiguration: Composite FC ~ Verbal Fluency
FC Measures Involved,Brain Regions Involved,FC Measures Involved,Brain Regions Involved
Coherence: Wavelet Coherence*,D.DMN: V.DMN,Dynamic Time Warping*,Language2 + D.DMN1
Mutual Information*,V.DMN,Euclidean*,Auditory1 + Language1 + D.DMN2 + P.Sal3
Dynamic Time Warping*,Motor,Pearson’s Correlation: Earth mover’s distance,Language3: Motor3 + RECN1 + V.DMN3
Euclidean*,D.DMN,Cityblock,LECN1 + Language1 + Motor1 + A.Sal1 + P.Sal1 + D.DMN1 + V.DMN1
Cross-correlation,Auditory,Pearson’s Correlation,Language3
Wavelet Coherence,V.DMN,Earth mover’s distance,Motor3 + RECN1 + V.DMN3
Coherence,D.DMN,,
