Brain region,"Peak MNI, mm","Peak MNI, mm","Peak MNI, mm",Peak T value,"Cluster size, mm3"
Unnamed: 0_level_1,x,y,z,Unnamed: 4_level_1,Unnamed: 5_level_1
Right BA17,Right BA17,Right BA17,Right BA17,Right BA17,Right BA17
R calcarine,21,−78,21,−5.0925,39
R superior occipital gyrus,21,−78,21,−5.0925,39
Left BA17,Left BA17,Left BA17,Left BA17,Left BA17,Left BA17
R cuneus,21,−78,21,−4.7617,89
R postcentral gyrus,60,−15,45,−4.6978,40
