Unnamed: 0_level_0,% Invalid scans,FD before censoring (mm),FD before censoring (mm),FD before censoring (mm),FD after censoring (mm),FD after censoring (mm),FD after censoring (mm)
Unnamed: 0_level_1,% Invalid scans,ART,Power,Jenkinson,ART,Power,Jenkinson
TYP,16 (24),0.41 (0.59),0.45 (0.54),0.24 (0.31),0.15 (0.07),0.19 (0.09),0.09 (0.04)
DD,14 (16),0.28 (0.21),0.32 (0.23),0.17 (0.13),0.14 (0.04),0.17 (0.04),0.08 (0.02)
DCD,26 (23),0.60 (0.67),0.65 (0.68),0.34 (0.35),0.17 (0.04),0.21 (0.06),0.11 (0.03)
COM,18 (18),0.30 (0.25),0.34 (0.28),0.18 (0.15),0.15 (0.04),0.18 (0.06),0.09 (0.05)
