L/R,Brain regions,BA,MNI coordinates,MNI coordinates,MNI coordinates,Peak voxels,t-value
L/R,Brain regions,BA,X,Y,Z,Unnamed: 6_level_1,Unnamed: 7_level_1
R,Lingual gyrus,18.0,18,-72,-3,31,6.1635
R,Precentral gyrus,3.4,30,-39,54,20,6.5673
R,Precentral gyrus,3.2,21,-33,81,52,6.6338
L,Middle temporal gyrus,39.19,-42,-69,12,49,6.8246
L,Middle temporal gyrus,39.0,-51,-57,6,20,6.0745
