Unnamed: 0,HC (n=25),OUD (n=25),Difference,Coordinates of Voxel with Peak
Mean (Standard Deviation) Parameter Estimate,9.06 (2.86),3.78 (2.42),"t=5.04, df=48, p=0.035???","x=53, y=72, z=62"
