Brain region,MNI coordinates,MNI coordinates,MNI coordinates,cluster,speak,cluster
Brain region,x,y,z,cluster,speak,cluster.1
L Lingual as the seed,L Lingual as the seed,L Lingual as the seed,L Lingual as the seed,L Lingual as the seed,L Lingual as the seed,L Lingual as the seed
None significant,,,,,,
R Lingual as the seed,R Lingual as the seed,R Lingual as the seed,R Lingual as the seed,R Lingual as the seed,R Lingual as the seed,R Lingual as the seed
None significant,,,,,,
L Inferior Temporal Gyrus as the seed,L Inferior Temporal Gyrus as the seed,L Inferior Temporal Gyrus as the seed,L Inferior Temporal Gyrus as the seed,L Inferior Temporal Gyrus as the seed,L Inferior Temporal Gyrus as the seed,L Inferior Temporal Gyrus as the seed
Inferior Temporal Gyrus-R,39,0,− 33,306,.43,.45***
L Frontal-Med-Orb as the seed,L Frontal-Med-Orb as the seed,L Frontal-Med-Orb as the seed,L Frontal-Med-Orb as the seed,L Frontal-Med-Orb as the seed,L Frontal-Med-Orb as the seed,L Frontal-Med-Orb as the seed
Frontal-Sup-L,− 18,24,60,695,.41,.50***
Frontal-Inf-L,− 42,33,3,127,.38,.40***
Frontal-Inf-R,54,33,3,165,.39,.40***
Temporal-Mid-R,51,− 51,9,43,.35,.35***
Temporal-Inf-R,45,3,− 36,234,.42,.45***
Lingual-L,− 21,− 63,3,43,.37,.35***
Insula-R,45,− 6,− 3,48,.36,.40***
Cuneus-R,15,− 72,24,190,.41,.38***
R Frontal-Med-Orb as the seed,R Frontal-Med-Orb as the seed,R Frontal-Med-Orb as the seed,R Frontal-Med-Orb as the seed,R Frontal-Med-Orb as the seed,R Frontal-Med-Orb as the seed,R Frontal-Med-Orb as the seed
Frontal-Sup-R,12,57,33,85,.38,.43***
Frontal-Sup-L,− 15,27,60,816,.45,.47***
Frontal-Mid-L,− 42,12,48,121,.40,.44***
Temporal-Mid-L,− 36,18,− 33,571,.43,.49***
Parahippocampal-R,33,− 9,− 27,125,.40,.43***
R Postcentral as the seed,R Postcentral as the seed,R Postcentral as the seed,R Postcentral as the seed,R Postcentral as the seed,R Postcentral as the seed,R Postcentral as the seed
Temporal-Inf-L,− 39,0,− 33,195,.42,.43***
Parietal-Inf-R,33,− 51,42,2328,.51,.47***
Frontal-Inf-R,48,18,21,647,.46,.49***
Frontal-Inf-L,− 42,33,9,415,.49,.51***
Cuneus-L,− 12,− 87,15,912,.41,.40***
