Brain region,Side,BA,MNI,MNI,MNI,Voxel size,Peak R
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,X,y,Z,Unnamed: 6_level_1,Unnamed: 7_level_1
Thalamus,L,,−3,0,15,196,0.46???
MFG,L,6.0,−15,−6,51,160,−0.49???
