Unnamed: 0_level_0,late FP (N = 25),late FP (N = 25),mid-LP(N = 24),mid-LP(N = 24)
Unnamed: 0_level_1,M,SD,M,SD
E2 (pg/ml),6.065,3.815,4.968,2.341
PROG (pg/ml),68.172,98.072,135.125,131.148
