Cluster list,Cluster list,Cluster list,Cluster list,Cluster list,Cluster list,Cluster list
Cluster index,Voxels,P,Z-MAX (mm),Z-MAX X (mm),Z-MAX Y (mm),Z-MAX Z (mm)
2,"14,810",1.67e−06,3.58,6,− 33,51
1,4132,0.0447,3.2,− 28,− 67,49
