Type of functional connectivity,Correlation threshold for specific connectivity,Correlation threshold of nonspecific connectivity
Specific,>0.1,<0.1
Nonspecific,<0.1,>0.1
Spurious,<−0.1,<−0.1
,>− 0.1 and <0.1,>− 0.1 and <0.1
