Subregion,Significant regions,MNI coordinates,MNI coordinates,MNI coordinates,Voxel size (mm3),F-value
Unnamed: 0_level_1,Unnamed: 1_level_1,X,Y,Z,Unnamed: 5_level_1,Unnamed: 6_level_1
Left dPCC,Left Fusiform,–27,–57,–12,486,15.345
Left vPCC,Left inferior frontal gyrus,–45,9,24,513,11.637
Right vPCC,Left inferior frontal gyrus,–42,9,21,459,11.122
