Unnamed: 0_level_0,Brain regions,AAL Area,Peak MNI coordinates,Peak MNI coordinates,Peak MNI coordinates,T-value,Cluster size
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,X,Y,Z,Unnamed: 6_level_1,Unnamed: 7_level_1
,NSCLP>HC,,,,,,
(A)ALFF,Parahippocampa Gyrus Fusiform Gyrus,Hippocampus_L Fusiform_R,−15 27,−3 −39,−21 −15,4.325 4.521,9 6
,Anterior Cingulate,Cingulum_Ant_L,−3,30,0,4.585,9
,NSCLP>HC,,,,,,
(B)Reho,Middle Temporal Gyrus Medial Frontal Gyrus,Occipital_Mid_L Frontal_Sup_Medial_R,−39 9,−78 63,9 9,4.689 4.557,11 16
