Variable,Left cuneus,Left cuneus,Right cuneus,Right cuneus
Unnamed: 0_level_1,Cp,Eloc,Cp,Eloc
ICARS-Dysarthria (P),"−0.42 (0.03) * [−0.66, −0.11]","−0.41 (0.05) * [−0.65, −0.10]","−0.43 (0.03) * [−0.67, −0.12]","−0.43 (0.05) * [−0.66, −0.11]"
ADL+IADL (S),"−0.48 (0.02) * [−0.70, −0.17]","−0.49 (0.02) * [−0.70, −0.19]","−0.26 (0.34) [−0.54, 0.07]","−0.25 (0.39) [−0.54, 0.08]"
