ROIs,Brain regions,Cluster voxels,MNI coordinates (mm),MNI coordinates (mm),MNI coordinates (mm),Maximum Z
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,x,y,z,Unnamed: 6_level_1
Cerebelum_6_L,Frontal_Mid_R,6,33,57,21,−6.2823
,Precuneus_R,5,12,−63,51,−6.6963
Cerebelum_Crus1_R,Temporal_Sup_L,8,−66,−39,21,−6.2662
Vermis_4_5,Cerebelum_7b_R,3,21,−75,−48,−6.9004
,Cerebelum_8_R,1,12,−69,−39,−5.8121
,Cerebelum_4_5_L,1,−24,−48,−24,−5.9745
,Lingual_R,1,18,−51,−9,−5.9732
,Postcentral_L,2,−30,−33,72,−6.559
