Unnamed: 0_level_0,Resting‐State Network,Resting‐State Network,Resting‐State Network,Resting‐State Network,Resting‐State Network,Resting‐State Network,Resting‐State Network
Unnamed: 0_level_1,Visual,Somato‐Motor,Dorsal Attention,Ventral Attention,Limbic,Frontal Control,Default Mode
VSip,0.07,0.04,0.0,0.03,0.16,0.15,0.68
VSsp,0.07,0.03,0.0,0.38,0.05,0.39,0.29
