Seed,Region,Brodmann area,Cluster size,Peak MNI (mm),Peak MNI (mm),Peak MNI (mm),Peak T- score
Seed,Region,Brodmann area,Cluster size,x,y,z,Peak T- score
L insula,R putamen,49,195,36,4,−2,4.0
R insula,L superior frontal,4,773,−44,−14,50,4.44
,L middle temporal,39,237,−44,−54,18,4.43
,L fusiform,18,1632,−24,−76,−12,4.38
,R superior temporal,21,1064,44,−32,−2,4.35
,L inferior orbitofrontal,47,194,−20,24,-8,4.18
