Unnamed: 0_level_0,Mean coordinate (mm) ± standard deviation,Mean coordinate (mm) ± standard deviation,Mean coordinate (mm) ± standard deviation
Unnamed: 0_level_1,x,y,z
Activation peak,− 44.6 ± 5.9,− 9.1 ± 7.4,50.7 ± 5.3
APB hotspot,− 37.3 ± 8.5,− 12.4 ± 6.5,64.2 ± 4.5
T value,− 3.7,1.7,− 10.5
p Value,0.001*,0.102,< 0.001*
