Atlas,ROIs,Method,Average number of voxels per ROI,References
Dosenbach,160,Meta‐analysis of task‐fMRI activation studies.,123,"(Dosenbach et al., ???)"
Brainnetome,246,Structural and functional information.,477,"(Fan et al., ???)"
Power,264,Used a combination of task based and rs‐fMRI data.,8,"(Power et al., ???)"
Shen,268,Groupwise multigraph K‐way spectral clustering algorithm.,601,"(Shen et al., ???)"
Seitzman,300,Winner takes all partitioning technique.,58,"(Seitzman et al., ???)"
Schaefer,"100, 200, 300, 400",gwMRF.,"1320, 660, 440, 330","(Schaefer et al., ???)"
