Encephalic regions,MNI coordinates,MNI coordinates,MNI coordinates,Voxel (mm3),Peak t value
Encephalic regions,x,y,Z,Voxel (mm3),Peak t value
Between the left precuneus and the right angular gyrus,+54,−51,+45,131,−3.64
Between the left precuneus and the right middle frontal gyrus,+42,+33,+42,143,−4.15
Between the precuneus and the left inferior temporal gyrus,−51,−12,−42,171,−4.18
