Regions of interest,MNI coordinates,MNI coordinates,MNI coordinates
Unnamed: 0_level_1,X,Y,Z
VSi,± 9,9,−8
VSs,± 10,15,0
DC,± 13,15,9
DCP,± 28,1,3
DRP,± 25,8,6
VRP,± 20,12,−3
PCP,± 26,−4,8
