Regions of interest,"Function connectivity, mean","Function connectivity, mean",pa
Regions of interest,+ Accomplishment,− Accomplishment,pa
VTA – NAcc,0.63,0.48,0.01
VTA – dlPFC,−0.07,−0.03,0.61
NAcc – dlPFC,−0.15,−0.04,0.2
