Brain regions,MNI coordinates,MNI coordinates,MNI coordinates,t values
Brain regions,X,Y,Z,t values
Left Crus II,−11,−83,−40,5.392
Left Lobule VIII,−30,−63,−57,4.525
Right Lobule VIII,24,−69,−60,4.883
