ROI,Area,voxels,pFWE,Peak t,MNI coordinates (mm),MNI coordinates (mm),MNI coordinates (mm)
ROI,Area,voxels,pFWE,Peak t,x,y,z
L. hemispheric IV-V,R. cerebellar hemispheric VIII,29,0.003,5.8,27,-63,-48
R. hemispheric IV-V,R. brainstem pons,10,0.001,6.03,6,-21,-24
R. hemispheric VIII,R. hippocampus,16,0.002,5.79,18,-33,-3
R. hemispheric VIII,L. middle cingulate gyrus,15,< 0.001,6.51,-12,-39,33
Vermal IX,R. cerebellar hemispheric VIII,13,0.011,5.36,33,-51,-42
Vermal IX,L. brainstem pons,11,0.011,5.34,-9,-39,-42
