Unnamed: 0_level_0,Unnamed: 1_level_0,MNI peak point coordinates,MNI peak point coordinates,MNI peak point coordinates,Unnamed: 5_level_0,Unnamed: 6_level_0
Brain region,BA,X,Y,Z,t-value,Voxels
AMYG.Lb,35,−24,−3,−27,4.0298,45
MOG.La,18,−12,−99,12,−4.963,61
MOG.Rb,19,9,−96,12,−4.1971,37
