Unnamed: 0_level_0,PTSD (n = 10),PTSD (n = 10),Control (n = 10),Control (n = 10)
Unnamed: 0_level_1,Mean,SD ±,Mean,SD ±
Age (years),35.1,11.2,35.1,11.5
Schooling (years),15.7,2.6,15.9,2.4
SES,36.0,11.6,38.4,7.8
IQ,116.3,7.3,110.0,7.7
BAI,18.7*,7.7,5.5,3.8
PHQ-9,12.4*,4.3,4.1,4.3
CTQ,20.7**,11.3,9.6,5.0
PCL-5,43.6,10.9,–,–
fMRI head motion,0.053,0.03,0.054,0.001
Sex (female) n,9,–,9,–
Marital status (single) n,8,–,6,–
