Regions,MNI,MNI,MNI,Z Value,Voxel size
Unnamed: 0_level_1,x,y,z,Unnamed: 4_level_1,Unnamed: 5_level_1
Periaqueductal gray,Periaqueductal gray,Periaqueductal gray,Periaqueductal gray,Periaqueductal gray,Periaqueductal gray
Right Lingual Gyrus,4,−64,−2,−4.16,42
Dorsal Raphe,Dorsal Raphe,Dorsal Raphe,Dorsal Raphe,Dorsal Raphe,Dorsal Raphe
Right Putamen,26,0,6,4.97,91
Medial Raphe,Medial Raphe,Medial Raphe,Medial Raphe,Medial Raphe,Medial Raphe
Right Cerebellum,16,−72,−35,−4.65,41
