Functional connectivity,IC 15‐IC 27,IC 15‐IC 27,IC 15‐IC 29,IC 15‐IC 29
Functional connectivity,t,p,t,p
State 1,−1.17,0.2486,−2.50,0.0167???
State 2,−2.89,0.0062???,−1.40,0.1687
State 3,−3.42,0.0015???,−2.46,0.0186???
State 4,−0.84,0.4041,−0.25,0.8014
