Connections,Estimate connectivity for each age,Estimate connectivity for each age,Estimate connectivity for each age,Estimate connectivity for each age
Unnamed: 0_level_1,PMA31,PMA35,PMA40,PMA45
Overall language network,−0.12 (P = 0.001),−0.16 (P = 0.70),0.11 (P = 0.06),0.26 (P < 0.001)
L Broca’s–R Broca’s,−0.17 (P = 0.82),0.062 (P = 0.48),0.34 (P = 0.006),0.48 (P = 0.008)
L Wernicke’s–R Wernicke’s,−0.23 (P = 0.003),−0.018 (P = 0.83),0.42 (P < 0.001),0.46 (P < 0.001)
L Broca’s–L Wernicke’s,−0.17 (P = 0.03),−0.079 (P = 0.38),−0.24 (P = 0.06),0.078 (P = 0.58)
R Broca’s–R Wernicke’s,−0.073 (P = 0.36),−0.023 (P = 0.80),−0.11 (P = 0.38),0.012 (P = 0.93)
