MNI Coordinate,Regions,Cluster Size,Cluster Volume (mm3),[11C]ABP688 BPND(Mean ± SD),[11C]ABP688 BPND(Mean ± SD),T-Value,p-Value (Uncorr.),FDRp
MNI Coordinate,Regions,Cluster Size,Cluster Volume (mm3),Alcohol Group,Control Group,T-Value,p-Value (Uncorr.),FDRp
Alcohol < Control,,,,,,,,
−48; −30; 2,Left MTC,124.0,419.0,0.316 ± 0.171,0.633 ± 0.176,4.602,0.0001,0.463
−32; −44; 47,Left IPC,25.0,84.0,0.341 ± 0.125,0.584 ± 0.169,3.957,0.0004,0.463
Alcohol > Control,,,,,,,,
−42; −27; 5,Left STC,80.0,270.0,0.414 ± 0.074,0.257 ± 0.064,5.951,<0.0001,0.447
