Unnamed: 0,HC(n = 29),MWP(n = 62),MLP(n = 57),MRP(n = 60),F,P
Mean framewise displacement,0.11 ± 0.36,0.11 ± 0.04,0.11 ± 0.04,0.12 ± 0.04,1.293,0.278
