Brain regions,Peak MNI coordinates,Peak MNI coordinates,Peak MNI coordinates,Peak t-value,Unnamed: 5_level_0,Cluster size (number of voxels)
Unnamed: 0_level_1,X,Y,Z,Unnamed: 4_level_1,BA,Unnamed: 6_level_1
PD > HC,,,,,,
Right precuneus Left cuneus right angular gyrus,16 −16 45,−50 −54 −60,28 24 39,6.51 5.26 6.03,23 19 39,236 257 153
