Brain regions,L/R/B,Cluster size,Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate,Peak T value
Brain regions,L/R/B,Cluster size,X,Y,Z,Peak T value
MFG,B,791,6,54,21,11.0
MTC,L,122,−57,−3,−6,3.82
MTC,R,108,54,−3,−30,5.41
Parahippocampal gyrus,L,171,−27,−12,−24,5.32
Parahippocampal gyrus,R,92,36,−21,−6,4.29
Parietal lobe,R,204,12,−54,66,6.52
Inferior frontal cortex,R,232,48,33,12,6.07
