pmcid,pmid,doi,title,journal,publication_year,license
8707613,34947943,10.3390/life11121411,Multiscale Entropy of Resting-State Functional Magnetic Resonance Imaging Differentiates Progressive Supranuclear Palsy and Multiple System Atrophy,Life (Basel),2021,https://creativecommons.org/licenses/by/4.0/
6308204,30622492,10.3389/fpsyg.2018.02586,Differentiation of Transformed Bipolar Disorder From Unipolar Depression by Resting-State Functional Connectivity Within Reward Circuit,Front Psychol,2018,http://creativecommons.org/licenses/by/4.0/
7340148,32714128,10.3389/fnins.2020.00592,Aberrant Functional and Causal Connectivity in Acute Tinnitus With Sensorineural Hearing Loss,Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
8461710,34180414,10.3233/JAD-210159,Preventing Loss of Independence through Exercise (PLIÉ): A Pilot Trial in Older Adults with Subjective Memory Decline and Mild Cognitive Impairment,J Alzheimers Dis,2021,https://creativecommons.org/licenses/by-nc/4.0/
10036396,36968506,10.3389/fnins.2023.1131114,Intrinsic brain abnormalities in chronic rhinosinusitis associated with mood and cognitive function,Front Neurosci,2023,https://creativecommons.org/licenses/by/4.0/
7809273,33446780,10.1038/s41598-020-80346-6,Individual-fMRI-approaches reveal cerebellum and visual communities to be functionally connected in obsessive compulsive disorder,Sci Rep,2021,http://creativecommons.org/licenses/by/4.0/
7905591,33627197,10.1186/s40673-021-00132-6,Cerebellar transcranial direct current stimulation reconfigurates static and dynamic functional connectivity of the resting-state networks,Cerebellum Ataxias,2021,http://creativecommons.org/licenses/by/4.0/
7571509,32014552,10.1016/j.neuroimage.2020.116596,Effects of repetitive transcranial magnetic stimulation on resting-state connectivity: A systematic review,Neuroimage,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
8228527,34070900,10.3390/life11060506,Functional Analysis of Brain Imaging Suggests Changes in the Availability of mGluR5 and Altered Connectivity in the Cerebral Cortex of Long-Term Abstaining Males with Alcohol Dependence: A Preliminary Study,Life (Basel),2021,https://creativecommons.org/licenses/by/4.0/
8226028,34177638,10.3389/fpsyt.2021.626332,A Comparative Study on the Predictive Value of Different Resting-State Functional Magnetic Resonance Imaging Parameters in Preclinical Alzheimer's Disease,Front Psychiatry,2021,https://creativecommons.org/licenses/by/4.0/
7338607,32694974,10.3389/fnins.2020.00631,Heart Rate and Respiration Affect the Functional Connectivity of Default Mode Network in Resting-State Functional Magnetic Resonance Imaging,Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
9448730,36068246,10.1038/s41531-022-00377-w,Cerebro-cerebellar motor networks in clinical subtypes of Parkinson’s disease,NPJ Parkinsons Dis,2022,https://creativecommons.org/licenses/by/4.0/
7880987,33580032,10.1038/s41537-021-00138-3,"Intermittent theta burst stimulation for negative symptoms of schizophrenia—A double-blind, sham-controlled pilot study",NPJ Schizophr,2021,http://creativecommons.org/licenses/by/4.0/
6881455,31824400,10.3389/fneur.2019.01217,Blood Flow and Glucose Metabolism Dissociation in the Putamen Is Predictive of Levodopa Induced Dyskinesia in Parkinson's Disease Patients,Front Neurol,2019,http://creativecommons.org/licenses/by/4.0/
10011051,36917922,10.1016/j.nicl.2023.103369,Connectome-based predictive modeling for functional recovery of acute ischemic stroke,Neuroimage Clin,2023,https://creativecommons.org/licenses/by/4.0/
7815846,33469150,10.1038/s42003-020-01622-9,Organisational and neuromodulatory underpinnings of structural-functional connectivity decoupling in patients with Parkinson’s disease,Commun Biol,2021,http://creativecommons.org/licenses/by/4.0/
9273422,35832401,10.1155/2022/9958525,Identification of Alzheimer's Disease Progression Stages Using Topological Measures of Resting-State Functional Connectivity Networks: A Comparative Study,Behav Neurol,2022,https://creativecommons.org/licenses/by/4.0/
6372554,30787862,10.3389/fnins.2019.00040,Modular Functional-Metabolic Coupling Alterations of Frontoparietal Network in Schizophrenia Patients,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
8385036,34429478,10.1038/s41598-021-96519-w,The brain mechanism of awakening dysfunction in children with primary nocturnal enuresis based on PVT-NAc neural pathway: a resting-state fMRI study,Sci Rep,2021,https://creativecommons.org/licenses/by/4.0/
9643675,35671379,10.1111/psyp.14118,Electrocortical measures of win and loss processing are associated with mesocorticolimbic functional connectivity: A combined ERP and rs‐fMRI study,Psychophysiology,2022,https://creativecommons.org/licenses/by/4.0/
9860458,36691529,10.1016/j.heliyon.2022.e12372,A study on alterations in functional activity in migraineurs during the interictal period,Heliyon,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
8795561,35042795,10.1073/pnas.2113313119,Dissection of brain-wide resting-state and functional somatosensory circuits by fMRI with optogenetic silencing,Proc Natl Acad Sci U S A,2022,https://creativecommons.org/licenses/by/4.0/
6109636,30177870,10.3389/fnins.2018.00548,Awake Rat Brain Functional Magnetic Resonance Imaging Using Standard Radio Frequency Coils and a 3D Printed Restraint Kit,Front Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
9140773,35627616,10.3390/ijerph19106078,Effects of a 6-Month Aerobic Exercise Intervention on Mood and Amygdala Functional Plasticity in Young Untrained Subjects,Int J Environ Res Public Health,2022,https://creativecommons.org/licenses/by/4.0/
9922997,36793540,10.3389/fnins.2023.1104886,Severity-dependent functional connectome and the association with glucose metabolism in the sensorimotor cortex of Parkinson's disease,Front Neurosci,2023,https://creativecommons.org/licenses/by/4.0/
8891292,35236833,10.1038/s41398-022-01829-w,Insula network connectivity mediates the association between childhood maltreatment and depressive symptoms in major depressive disorder patients,Transl Psychiatry,2022,https://creativecommons.org/licenses/by/4.0/
7580186,33149884,10.1177/2042018820960296,Intrinsic functional connectivity alterations of the primary visual cortex in patients with proliferative diabetic retinopathy: a seed-based resting-state fMRI study,Ther Adv Endocrinol Metab,2020,https://creativecommons.org/licenses/by-nc/4.0/
8288090,34021674,10.1002/hbm.25534,Predicting individual variability in task‐evoked brain activity in schizophrenia,Hum Brain Mapp,2021,https://creativecommons.org/licenses/by-nc/4.0/
8716545,34975372,10.3389/fnins.2021.749730,Aberrant Brain Spontaneous Activity and Synchronization in Type 2 Diabetes Mellitus Subjects Without Mild Cognitive Impairment,Front Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
6485093,31023252,10.1186/s12883-019-1300-z,Altered structural and causal connectivity in frontal lobe epilepsy,BMC Neurol,2019,http://creativecommons.org/licenses/by/4.0/
7268009,31916675,10.1002/hbm.24879,Nonreplication of functional connectivity differences in autism spectrum disorder across multiple sites and denoising strategies,Hum Brain Mapp,2020,http://creativecommons.org/licenses/by-nc/4.0/
9150138,35596578,10.1177/02698811221092506,Individual and combined effects of cannabidiol and Δ9-tetrahydrocannabinol on striato-cortical connectivity in the human brain,J Psychopharmacol,2022,https://creativecommons.org/licenses/by-nc/4.0/
9721349,36479050,10.3389/fneur.2022.1029669,Disrupted topological organization of the motor execution network in Wilson's disease,Front Neurol,2022,https://creativecommons.org/licenses/by/4.0/
8960737,35360208,10.3389/fnagi.2022.812664,Functional Brain Connectivity in Mild Cognitive Impairment With Sleep Disorders: A Study Based on Resting-State Functional Magnetic Resonance Imaging,Front Aging Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
8481307,34588439,10.1038/s41467-021-25895-8,Brief segments of neurophysiological activity enable individual differentiation,Nat Commun,2021,https://creativecommons.org/licenses/by/4.0/
8961247,34259578,10.1177/13524585211030212,"Functional connectivity in multiple sclerosis modelled as connectome
stability: A 5-year follow-up study",Mult Scler,2021,https://creativecommons.org/licenses/by/4.0/
7380265,32765244,10.3389/fnhum.2020.00280,Resting-State Connectivity of Auditory and Reward Systems in Alzheimer’s Disease and Mild Cognitive Impairment,Front Hum Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
6881607,31795065,10.1016/j.nicl.2019.102035,"Connectivity strength, time lag structure and the epilepsy network in resting-state fMRI",Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/
10183740,36642496,10.1093/cercor/bhac512,Age-dependent changes in the dynamic functional organization of the brain at rest: a cross-cultural replication approach,Cereb Cortex,2023,https://creativecommons.org/licenses/by-nc/4.0/
9151821,35637272,10.1038/s42003-022-03434-5,Cortical D1 and D2 dopamine receptor availability modulate methylphenidate-induced changes in brain activity and functional connectivity,Commun Biol,2022,https://creativecommons.org/licenses/by/4.0/
6123521,30016499,10.1093/scan/nsy059,"Brain networks of happiness: dynamic functional connectivity among the default, cognitive and salience networks relates to subjective well-being",Soc Cogn Affect Neurosci,2018,http://creativecommons.org/licenses/by-nc/4.0/
8127146,33742498,10.1002/hbm.25404,"Brain dynamics: Synchronous peaks, functional connectivity, and its temporal variability",Hum Brain Mapp,2021,https://creativecommons.org/licenses/by-nc/4.0/
9925610,36774827,10.1016/j.dcn.2023.101213,Functional maturation in visual pathways predicts attention to the eyes in infant rhesus macaques: Effects of social status,Dev Cogn Neurosci,2023,https://creativecommons.org/licenses/by-nc-nd/4.0/
7838505,33519363,10.3389/fnins.2020.611075,Hemisphere-Specific Functional Remodeling and Its Relevance to Tumor Malignancy of Cerebral Glioma Based on Resting-State Functional Network Analysis,Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
6648236,30931592,10.1089/brain.2018.0618,Atypical Functional Connectivity Associated with Autonomous Sensory Meridian Response: An Examination of Five Resting-State Networks,Brain Connect,2019,http://creativecommons.org/licenses/by-nc/4.0/
6057306,29753842,10.1016/j.neuroimage.2018.04.070,Extracting orthogonal subject- and condition-specific signatures from fMRI data using whole-brain effective connectivity,Neuroimage,2018,http://creativecommons.org/licenses/by-nc-nd/4.0/
10149739,37139074,10.3389/fneur.2023.1041434,Cerebello-cortical functional connectivity may regulate reactive balance control in older adults with mild cognitive impairment,Front Neurol,2023,https://creativecommons.org/licenses/by/4.0/
7718219,33277621,10.1038/s42003-020-01472-5,Individual variability in functional connectivity architecture of the mouse brain,Commun Biol,2020,http://creativecommons.org/licenses/by/4.0/
6470287,31031580,10.3389/fnins.2019.00296,Isoflurane-Induced Burst Suppression Increases Intrinsic Functional Connectivity of the Monkey Brain,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
7495110,32927233,10.1016/j.nicl.2020.102381,The chronnectome as a model for Charcot’s ‘dynamic lesion’ in functional movement disorders,Neuroimage Clin,2020,http://creativecommons.org/licenses/by/4.0/
7781614,33409437,10.1162/netn_a_00163,Coactivation pattern analysis reveals altered salience network dynamics in children with autism spectrum disorder,Netw Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
8636330,34867626,10.3389/fpsyg.2021.745344,Advanced Meditation Alters Resting-State Brain Network Connectivity Correlating With Improved Mindfulness,Front Psychol,2021,https://creativecommons.org/licenses/by/4.0/
9574235,35107125,10.1093/cercor/bhab497,Laminar-specific functional connectivity mapping with multi-slice line-scanning fMRI,Cereb Cortex,2022,https://creativecommons.org/licenses/by-nc/4.0/
8565286,34744623,10.3389/fnins.2021.768418,A Quantitative Data-Driven Analysis Framework for Resting-State Functional Magnetic Resonance Imaging: A Study of the Impact of Adult Age,Front Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
6636605,31354605,10.3389/fneur.2019.00668,Predicting the Post-therapy Severity Level (UPDRS-III) of Patients With Parkinson's Disease After Drug Therapy by Using the Dynamic Connectivity Efficiency of fMRI,Front Neurol,2019,http://creativecommons.org/licenses/by/4.0/
10171546,36988503,10.1002/hbm.26288,Functional and structural brain network development in children with attention deficit hyperactivity disorder,Hum Brain Mapp,2023,https://creativecommons.org/licenses/by/4.0/
9608187,36312016,10.3389/fnins.2022.1026610,Abnormal functional connectivity in psoriasis patients with depression is associated with their clinical symptoms,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9873504,36510701,10.1111/cns.14048,Abnormal brain functional network dynamics in sleep‐related hypermotor epilepsy,CNS Neurosci Ther,2022,https://creativecommons.org/licenses/by/4.0/
6592158,31275116,10.3389/fncir.2019.00042,"Abnormal Interactions of the Salience Network, Central Executive Network, and Default-Mode Network in Patients With Different Cognitive Impairment Loads Caused by Leukoaraiosis",Front Neural Circuits,2019,http://creativecommons.org/licenses/by/4.0/
10218878,37240663,10.3390/jcm12103556,Predicting Responses to Electroconvulsive Therapy in Adolescents with Treatment-Refractory Depression Based on Resting-State fMRI,J Clin Med,2023,https://creativecommons.org/licenses/by/4.0/
8531403,34690912,10.3389/fneur.2021.711880,Identification and Therapeutic Outcome Prediction of Cervical Spondylotic Myelopathy Based on the Functional Connectivity From Resting-State Functional MRI Data: A Preliminary Machine Learning Study,Front Neurol,2021,https://creativecommons.org/licenses/by/4.0/
6491723,31068901,10.3389/fneur.2019.00420,Why is Clinical fMRI in a Resting State?,Front Neurol,2019,http://creativecommons.org/licenses/by/4.0/
7734298,33328948,10.3389/fninf.2020.581897,A Tensor-Based Framework for rs-fMRI Classification and Functional Connectivity Construction,Front Neuroinform,2020,http://creativecommons.org/licenses/by/4.0/
8339191,33848625,10.1016/j.neuroimage.2021.118045,Elucidating the complementarity of resting-state networks derived from dynamic [18F]FDG and hemodynamic fluctuations using simultaneous small-animal PET/MRI,Neuroimage,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
10136943,37190601,10.3390/brainsci13040636,Visual Deprivation Alters Functional Connectivity of Neural Networks for Voice Recognition: A Resting-State fMRI Study,Brain Sci,2023,https://creativecommons.org/licenses/by/4.0/
7240193,32446241,10.1016/j.nicl.2020.102262,"Classifying heterogeneous presentations of PTSD via the default mode, central executive, and salience networks with machine learning",Neuroimage Clin,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
9127988,35620636,10.3389/fpain.2022.871961,Understanding Pain and Trauma Symptoms in Veterans From Resting-State Connectivity: Unsupervised Modeling,Front Pain Res (Lausanne),2022,https://creativecommons.org/licenses/by/4.0/
6974443,32010682,10.3389/fbioe.2019.00479,Schizophrenia Identification Using Multi-View Graph Measures of Functional Brain Networks,Front Bioeng Biotechnol,2019,http://creativecommons.org/licenses/by/4.0/
6158265,30258091,10.1038/s41598-018-32766-8,Assessing cortical plasticity after spinal cord injury by using resting-state functional magnetic resonance imaging in awake adult mice,Sci Rep,2018,http://creativecommons.org/licenses/by/4.0/
6620714,31333394,10.3389/fnins.2019.00614,Baseline Functional Connectivity Features of Neural Network Nodes Can Predict Improvement After Sound Therapy Through Adjusted Narrow Band Noise in Tinnitus Patients,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
7325959,32655471,10.3389/fneur.2020.00457,Altered Granger Causal Connectivity of Resting-State Neural Networks in Patients With Leukoaraiosis-Associated Cognitive Impairment—A Cross-Sectional Study,Front Neurol,2020,http://creativecommons.org/licenses/by/4.0/
7004964,32082138,10.3389/fnagi.2020.00008,Functional Connectivity of the Anterior and Posterior Hippocampus: Differential Effects of Glucose in Younger and Older Adults,Front Aging Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
6275219,30534056,10.3389/fncel.2018.00454,Aberrant Cerebral Activity in Early Postmenopausal Women: A Resting-State Functional Magnetic Resonance Imaging Study,Front Cell Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
8069225,33918574,10.3390/brainsci11040476,Post-Training Sleep Modulates Topographical Relearning-Dependent Resting State Activity,Brain Sci,2021,https://creativecommons.org/licenses/by/4.0/
9477102,36117618,10.3389/fnins.2022.971809,Dynamic spectral signatures of mirror movements in the sensorimotor functional connectivity network of patients with Kallmann syndrome,Front Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9478601,36118972,10.3389/fnhum.2022.925242,Why do mothers never stop grieving for their deceased children? Enduring alterations of brain connectivity and function,Front Hum Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
6121162,30210369,10.3389/fpsyt.2018.00383,Anatomical Templates of the Midbrain Ventral Tegmental Area and Substantia Nigra for Asian Populations,Front Psychiatry,2018,http://creativecommons.org/licenses/by/4.0/
8571566,34742746,10.1016/j.neuropsychologia.2021.108083,Sex difference in neural substrates underlying the association between trait self-control and overeating in the COVID-19 pandemic,Neuropsychologia,2021,
7543678,33052251,10.1007/s12671-020-01502-7,The Impact of App-Delivered Mindfulness Meditation on Functional Connectivity and Self-Reported Mindfulness Among Health Profession Trainees,Mindfulness (N Y),2020,
6915079,31920745,10.3389/fpsyt.2019.00884,Striatal Functional Connectivity Alterations After Two-Week Antidepressant Treatment Associated to Enduring Clinical Improvement in Major Depressive Disorder,Front Psychiatry,2019,http://creativecommons.org/licenses/by/4.0/
6338247,30687205,10.3389/fpsyg.2018.02778,Atypical Frontotemporal Connectivity of Cognitive Empathy in Male Adolescents With Conduct Disorder,Front Psychol,2018,http://creativecommons.org/licenses/by/4.0/
9475851,,10.1192/j.eurpsy.2021.1447,Resting-state functional connectivity of the ventral tegmental area and negative symptom domains in subjects with schizophrenia,Eur Psychiatry,2021,https://creativecommons.org/licenses/by/4.0/
9738657,36497558,10.3390/ijerph192315482,Abnormal Regional Spontaneous Neural Activity and Functional Connectivity in Unmedicated Patients with Narcolepsy Type 1: A Resting-State fMRI Study,Int J Environ Res Public Health,2022,https://creativecommons.org/licenses/by/4.0/
6411906,30558869,10.1016/j.nicl.2018.101634,Increased scale-free dynamics in salience network in adult high-functioning autism,Neuroimage Clin,2018,http://creativecommons.org/licenses/by-nc-nd/4.0/
8032871,33841087,10.3389/fnins.2021.645936,Functional and Structural Connectivity Between the Left Dorsolateral Prefrontal Cortex and Insula Could Predict the Antidepressant Effects of Repetitive Transcranial Magnetic Stimulation,Front Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
6170624,30319380,10.3389/fnhum.2018.00385,Fronto-Temporal Circuits in Musical Hallucinations: A PET-MR Case Study,Front Hum Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
9875925,36420978,10.1002/hbm.26148,Connectivity between default mode and frontoparietal networks mediates the association between global amyloid‐β and episodic memory,Hum Brain Mapp,2022,https://creativecommons.org/licenses/by-nc/4.0/
6138953,29158202,10.1016/j.neuroimage.2017.11.033,Dynamic effective connectivity in resting state fMRI,Neuroimage,2018,http://creativecommons.org/licenses/by/4.0/
9294292,35471638,10.1002/hbm.25880,Modulation effect of substantia nigra iron deposition and functional connectivity on putamen glucose metabolism in Parkinson's disease,Hum Brain Mapp,2022,https://creativecommons.org/licenses/by-nc/4.0/
8762207,35046781,10.3389/fnbeh.2021.644790,Resting-State Functional Connectivity Associated With Extraversion and Agreeableness in Adolescence,Front Behav Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
9853407,36688172,10.3389/fnagi.2022.1070535,Evaluating the treatment outcomes of repetitive transcranial magnetic stimulation in patients with moderate-to-severe Alzheimer’s disease,Front Aging Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
9853194,36688167,10.3389/fnagi.2022.1109485,Decreased default mode network functional connectivity with visual processing regions as potential biomarkers for delayed neurocognitive recovery: A resting-state fMRI study and machine-learning analysis,Front Aging Neurosci,2022,https://creativecommons.org/licenses/by/4.0/
8977011,35366813,10.1186/s12880-022-00791-9,Comparison of test–retest reliability of BOLD and pCASL fMRI in a two-center study,BMC Med Imaging,2022,https://creativecommons.org/licenses/by/4.0/
10219948,37237072,10.1038/s41598-023-34645-3,Different MRI structural processing methods do not impact functional connectivity computation,Sci Rep,2023,https://creativecommons.org/licenses/by/4.0/
7229353,31791912,10.1016/j.nicl.2019.102108,Brain functional connectivity data enhance prediction of clinical outcome in youth at risk for psychosis,Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/
10262291,37323958,10.32598/bcn.2022.2534.1,Resting-state Functional Connectivity During Controlled Respiratory Cycles Using Functional Magnetic Resonance Imaging,Basic Clin Neurosci,2022,https://creativecommons.org/licenses/by-nc/4.0/
9556654,36245889,10.3389/fpsyt.2022.926292,Abnormal degree centrality in first-episode medication-free adolescent depression at rest: A functional magnetic resonance imaging study and support vector machine analysis,Front Psychiatry,2022,https://creativecommons.org/licenses/by/4.0/
6658914,31262949,10.1523/ENEURO.0154-19.2019,Sex Differences in Cognitive Flexibility and Resting Brain Networks in Middle-Aged Marmosets,eNeuro,2019,http://creativecommons.org/licenses/by/4.0/
6240578,30483082,10.3389/fnhum.2018.00447,Moderating Effects of Harm Avoidance on Resting-State Functional Connectivity of the Anterior Insula,Front Hum Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
7821605,33179859,10.1002/brb3.1905,Resting‐state default mode network connectivity in young individuals with Down syndrome,Brain Behav,2020,http://creativecommons.org/licenses/by/4.0/
9314446,35879602,10.1038/s41598-022-16835-7,Altered resting-state functional connectivity within corticostriatal and subcortical-striatal circuits in chronic pain,Sci Rep,2022,https://creativecommons.org/licenses/by/4.0/
9704796,36441846,10.1002/hbm.26039,"Investigation of the functional pathogenesis of mild cognitive impairment by localisation‐based locus coeruleus resting‐state fMRI
",Hum Brain Mapp,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
8718718,34959052,10.1016/j.nicl.2021.102921,Brain age prediction using fMRI network coupling in youths and associations with psychiatric symptoms,Neuroimage Clin,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
6337053,30687052,10.3389/fnhum.2018.00539,"Decreased Intrinsic Functional Connectivity in First-Episode, Drug-Naive Adolescents With Generalized Anxiety Disorder",Front Hum Neurosci,2018,http://creativecommons.org/licenses/by/4.0/
6182059,30344508,10.3389/fneur.2018.00838,Disrupted Coupling Between the Spontaneous Fluctuation and Functional Connectivity in Idiopathic Generalized Epilepsy,Front Neurol,2018,http://creativecommons.org/licenses/by/4.0/
8725707,34992756,10.1080/20008198.2021.1975951,Intrinsic brain network alterations in non-clinical adults with a history of childhood trauma,Eur J Psychotraumatol,2021,https://creativecommons.org/licenses/by-nc/4.0/
6551567,31174102,10.1016/j.nicl.2019.101875,"Structural anomaly in the reticular formation in narcolepsy type 1, suggesting lower levels of neuromelanin",Neuroimage Clin,2019,http://creativecommons.org/licenses/by-nc-nd/4.0/
6462481,30708106,10.1016/j.neuroimage.2019.01.068,General functional connectivity: Shared features of resting-state and task fMRI drive reliable and heritable individual differences in functional brain networks,Neuroimage,2019,http://creativecommons.org/licenses/by/4.0/
6799426,,10.1017/cts.2018.46,2329 Associations between inflammatory markers and negative symptoms in individuals with schizophrenia: Converging evidence,J Clin Transl Sci,2018,http://creativecommons.org/licenses/by/4.0/
8601205,34649879,10.1212/WNL.0000000000012834,Mechanisms of Network Changes in Cognitive Impairment in Multiple Sclerosis,Neurology,2021,https://creativecommons.org/licenses/by/4.0/
9668651,36451353,10.1016/j.nicl.2022.103247,Multimodal imaging of essential tremor and dystonic tremor,Neuroimage Clin,2022,https://creativecommons.org/licenses/by-nc-nd/4.0/
7779587,33408600,10.3389/fnins.2020.530257,Decreased Functional Connectivity Between the Right Precuneus and Middle Frontal Gyrus Is Related to Attentional Decline Following Acute Sleep Deprivation,Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
7151113,32213980,10.3390/healthcare8010067,Differential Effects of Tai Chi Chuan (Motor-Cognitive Training) and Walking on Brain Networks: A Resting-State fMRI Study in Chinese Women Aged 60,Healthcare (Basel),2020,http://creativecommons.org/licenses/by/4.0/
7551257,32899673,10.3390/nu12092701,Effects of Maternal Fish Oil and/or 5-Methyl-Tetrahydrofolate Supplementation during Pregnancy on Offspring Brain Resting-State at 10 Years Old: A Follow-Up Study from the NUHEAL Randomized Controlled Trial,Nutrients,2020,http://creativecommons.org/licenses/by/4.0/
6524720,31133781,10.3389/fnins.2019.00435,Correlation Between Hippocampus MRI Radiomic Features and Resting-State Intrahippocampal Functional Connectivity in Alzheimer’s Disease,Front Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
6294404,30357316,10.1093/cercor/bhy264,Dopamine Signaling Modulates the Stability and Integration of Intrinsic Brain Networks,Cereb Cortex,2018,http://creativecommons.org/licenses/by-nc/4.0/
8452898,34557085,10.3389/fnagi.2021.710735,Altered Brain Functional Network in Subtypes of Parkinson's Disease: A Dynamic Perspective,Front Aging Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
8464622,34160168,10.1097/j.pain.0000000000002279,"Activation of the dorsal, but not the ventral, hippocampus relieves neuropathic pain in rodents",Pain,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
10342283,37445460,10.3390/jcm12134426,Anatomical and Functional Connectivity of Critical Deep Brain Structures and Their Potential Clinical Application in Brain Stimulation,J Clin Med,2023,https://creativecommons.org/licenses/by/4.0/
8672309,34924929,10.3389/fnins.2021.746264,Disrupted Functional Connectivity Within and Between Resting-State Networks in the Subacute Stage of Post-stroke Aphasia,Front Neurosci,2021,https://creativecommons.org/licenses/by/4.0/
8805588,35115998,10.3389/fneur.2021.813723,Acupuncture Enhances Dorsal Raphe Functional Connectivity in Knee Osteoarthritis With Chronic Pain,Front Neurol,2021,https://creativecommons.org/licenses/by/4.0/
7745777,32898683,10.1016/j.neuroimage.2020.117349,Ultra-high field (10.5 T) resting state fMRI in the macaque,Neuroimage,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
6714062,31507522,10.3389/fneur.2019.00920,Parcellation of the Hippocampus Using Resting Functional Connectivity in Temporal Lobe Epilepsy,Front Neurol,2019,http://creativecommons.org/licenses/by/4.0/
8090776,33615651,10.1002/hbm.25381,Concurrent brain parcellation and connectivity estimation via co‐clustering of resting state fMRI data: A novel approach,Hum Brain Mapp,2021,https://creativecommons.org/licenses/by-nc-nd/4.0/
7082749,32231517,10.3389/fnins.2020.00205,The Instant Spontaneous Neuronal Activity Modulation of Transcutaneous Auricular Vagus Nerve Stimulation on Patients With Primary Insomnia,Front Neurosci,2020,http://creativecommons.org/licenses/by/4.0/
7381697,32707534,10.1016/j.nicl.2020.102341,"Network, clinical and sociodemographic features of cognitive phenotypes in temporal lobe epilepsy",Neuroimage Clin,2020,http://creativecommons.org/licenses/by-nc-nd/4.0/
6527901,31156409,10.3389/fnhum.2019.00146,Frequency-Dependent Spatial Distribution of Functional Hubs in the Human Brain and Alterations in Major Depressive Disorder,Front Hum Neurosci,2019,http://creativecommons.org/licenses/by/4.0/
8081966,33935931,10.3389/fneur.2021.609866,Integrating Structural and Functional Interhemispheric Brain Connectivity of Gait Freezing in Parkinson's Disease,Front Neurol,2021,https://creativecommons.org/licenses/by/4.0/
8011682,33385554,10.1016/j.neuroimage.2020.117704,"Evaluating phase synchronization methods in fMRI: A comparison study
and new approaches",Neuroimage,2020,http://creativecommons.org/licenses/by/4.0/
7428479,32525273,10.1002/brb3.1707,Multi‐voxel pattern analysis of amygdala functional connectivity at rest predicts variability in posttraumatic stress severity,Brain Behav,2020,http://creativecommons.org/licenses/by/4.0/
8137842,34025659,10.3389/fimmu.2021.660554,Altered Functional Connectivity of the Primary Visual Cortex in Patients With Iridocyclitis and Assessment of Its Predictive Value Using Machine Learning,Front Immunol,2021,https://creativecommons.org/licenses/by/4.0/
6534566,31127095,10.1038/s41467-019-10317-7,Resting brain dynamics at different timescales capture distinct aspects of human behavior,Nat Commun,2019,http://creativecommons.org/licenses/by/4.0/
7571669,33075046,10.1371/journal.pone.0237204,Adults vs. neonates: Differentiation of functional connectivity between the basolateral amygdala and occipitotemporal cortex,PLoS One,2020,http://creativecommons.org/licenses/by/4.0/
7294470,32381647,10.1523/ENEURO.0273-19.2020,Dissociable Behavioral and Neural Correlates for Target-Changing and Conforming Behaviors in Interpersonal Aggression,eNeuro,2020,http://creativecommons.org/licenses/by/4.0/
8970561,,10.1093/geroni/igab046.1461,Objective Sleep Quality and the Underlying Functional Neural Correlates Among Older Adults With Probable MCI,Innov Aging,2021,https://creativecommons.org/licenses/by/4.0/
9198034,35701489,10.1038/s41598-022-13437-1,Youth with Down syndrome display widespread increased functional connectivity during rest,Sci Rep,2022,https://creativecommons.org/licenses/by/4.0/
9480314,,10.1192/j.eurpsy.2021.1955,Functional connectivity alterations between default mode network and occipital cortex in patients with obsessive-compulsive disorder (OCD),Eur Psychiatry,2021,https://creativecommons.org/licenses/by/4.0/
